Word,Count,POS,Definition
tetra,5,n,brightly colored tropical freshwater fishes
tetri,5,n,100 tetri equal 1 lari in Georgia
Texan,5,n,a native or resident of Texas
Texas,5,n,the second largest state; located in southwestern United States on the Gulf of Mexico
thane,5,n,a man ranking above an ordinary freeman and below a noble in Anglo-Saxon England (especially one who gave military service in exchange for land)
thane,5,n,a feudal lord or baron
Tharp,5,n,innovative United States dancer and choreographer (born in 1941)
thebe,5,n,100 thebe equal 1 pula in Botswana
theca,5,n,outer sheath of the pupa of certain insects
theca,5,n,a case or sheath especially a pollen sac or moss capsule
theme,5,n,a unifying idea that is a recurrent element in literary or artistic work; it was the usual `boy gets girl' theme
theme,5,n,(music) melodic subject of a musical composition; the theme is announced in the first measures; the accompanist picked up the idea and elaborated it
there,5,n,a location other than here; that place; you can take it from there
therm,5,n,"a unit of heat equal to 100,000 British thermal units"
theta,5,n,the 8th letter of the Greek alphabet
thief,5,n,a criminal who takes property belonging to someone else with the intention of keeping it or selling it
thigh,5,n,the part of the leg between the hip and the knee
thill,5,n,one of two shafts extending from the body of a cart or carriage on either side of the animal that pulls it
thing,5,n,a separate and self-contained entity
thing,5,n,an action; how could you do such a thing?
thing,5,n,an artifact; how does this thing work?
thing,5,n,an entity that is not named specifically; I couldn't tell what the thing was
thing,5,n,any attribute or quality considered as having its own existence; the thing I like about her is ...
thing,5,n,a special abstraction; a thing of the spirit; things of the heart
thing,5,n,a special objective; the thing is to stay in bounds
thing,5,n,a statement regarded as an object; to say the same thing in other terms; how can you say such a thing?
thing,5,n,an event; a funny thing happened on the way to the...
thing,5,n,a persistent illogical feeling of desire or aversion; he has a thing about seafood; she has a thing about him
thing,5,n,a special situation; this thing has got to end; it is a remarkable thing
think,5,n,an instance of deliberate thinking; I need to give it a good think
third,5,n,the musical interval between one note and another three notes away from it; a simple harmony written in major thirds
third,5,n,"following the second position in an ordering or series; a distant third; he answered the first question willingly, the second reluctantly, and the third with resentment"
thong,5,n,a thin strip of leather; often used to lash things together
thong,5,n,underpants resembling a G-string; worn by women especially under very tight pants; she wore thongs in her quest for the callipygian ideal
thorn,5,n,a Germanic character of runic origin
Thoth,5,n,Egyptian Moon deity with the head of an ibis; god of wisdom and learning and the arts; scribe of the gods
three,5,n,the cardinal number that is the sum of one and one and one
throb,5,n,an instance of rapid strong pulsation (of the heart); he felt a throbbing in his head
throb,5,n,a deep pulsating type of pain
throe,5,n,severe spasm of pain; the throes of dying; the throes of childbirth
throe,5,n,hard or painful trouble or struggle; a country in the throes of economic collapse
throw,5,n,the act of throwing (propelling something with a rapid movement of the arm and wrist); the catcher made a good throw to second base
throw,5,n,casting an object in order to determine an outcome randomly; he risked his fortune on a throw of the dice
throw,5,n,bedclothes consisting of a lightweight cloth covering (an afghan or bedspread) that is casually thrown over something
throw,5,n,the maximum movement available to a pivoted or reciprocating piece by a cam
throw,5,n,a single chance or instance; he couldn't afford $50 a throw
thrum,5,n,a thrumming sound; he could hear the thrum of a banjo
Thuja,5,n,red cedar
Thule,5,n,the geographical region believed by ancient geographers to be the northernmost land in the inhabited world
Thule,5,n,a town in northwestern Greenland; during World War II a United States naval base was built there
thumb,5,n,the part of a glove that provides a covering for the thumb
thumb,5,n,the thick short innermost digit of the forelimb
thump,5,n,a heavy blow with the hand
thump,5,n,a heavy dull sound (as made by impact of heavy objects)
thunk,5,n,a dull hollow sound; the basketball made a thunk as it hit the rim
thyme,5,n,leaves can be used as seasoning for almost any meat and stews and stuffings and vegetables
thyme,5,n,any of various mints of the genus Thymus
tiara,5,n,a jeweled headdress worn by women on formal occasions
Tiber,5,n,a river of central Italy; flows through Rome to the Tyrrhenian Sea
Tibet,5,n,an autonomous region of the Peoples Republic of China; located in the Himalayas
tibia,5,n,the inner and thicker of the two bones of the human leg between the knee and ankle
tiger,5,n,large feline of forests in most of Asia having a tawny coat with black stripes; endangered
tiger,5,n,a fierce or audacious person; he's a tiger on the tennis court; it aroused the tiger in me
tilde,5,n,a diacritical mark (~) placed over the letter n in Spanish to indicate a palatal nasal sound or over a vowel in Portuguese to indicate nasalization
tiler,5,n,a worker who lays tile
Tilia,5,n,deciduous trees with smooth usually silver-grey bark of North America and Europe and Asia: lime trees; lindens; basswood
tilth,5,n,the state of aggregation of soil and its condition for supporting plant growth
timer,5,n,a timepiece that measures a time interval and signals its end
timer,5,n,a regulator that activates or deactivates a mechanism at set times
times,5,n,a more or less definite period of time now or previously present; it was a sign of the times
timid,5,n,people who are fearful and cautious; whitewater rafting is not for the timid
Timor,5,n,an island in Indonesia in the Malay Archipelago; the largest and most eastern of the Lesser Sunda Islands
Tinca,5,n,tench
Tinea,5,n,type genus of the Tineidae: clothes moths
tinea,5,n,infections of the skin or nails caused by fungi and appearing as itching circular patches
Titan,5,n,the largest of the satellites of Saturn; has a hazy nitrogen atmosphere
Titan,5,n,(Greek mythology) any of the primordial giant gods who ruled the Earth until overthrown by Zeus; the Titans were offspring of Uranus (Heaven) and Gaea (Earth)
titer,5,n,the concentration of a solution as determined by titration
tithe,5,n,an offering of a tenth part of some personal income
tithe,5,n,a levy of one tenth of something
title,5,n,an established or recognized right; a strong legal claim to the property; he had no documents confirming his title to his father's estate; he staked his claim
title,5,n,an identifying appellation signifying status or function: e.g. `Mr.' or `General'; the professor didn't like his friends to use his formal title
title,5,n,an appellation signifying nobility; `your majesty' is the appropriate title to use in addressing a king
title,5,n,the name of a work of art or literary composition etc.; he looked for books with the word `jazz' in the title; he refused to give titles to his paintings; I can never remember movie titles
title,5,n,a heading that names a statute or legislative bill; may give a brief summary of the matters it deals with; Title 8 provided federal help for schools
title,5,n,(usually plural) written material introduced into a movie or TV show to give credits or represent dialogue or explain an action; the titles go by faster than I can read
title,5,n,a general or descriptive heading for a section of a written work; the novel had chapter titles
Titus,5,n,Emperor of Rome; son of Vespasian (39-81)
Titus,5,n,a Greek disciple and helper of Saint Paul
tiyin,5,n,100 tiyin equal 1 tenge in Kazakhstan
tiyin,5,n,100 tiyin equal 1 som in Uzbekistan
T-man,5,n,a special law-enforcement agent of the United States Treasury
toast,5,n,slices of bread that have been toasted
